Campaign name,Ad group,Date,Impressions,Clicks,Average CPC,Cost,Conversions,Conversion value,CTR,Device,Network
Chiffon Brand Awareness,AdGroup - Chiffon,2025-10-05,6711,347,2.47,857.09,6,7200,5.18%,Mobile,Google Search
Valentine Push,AdGroup - Valentine,2025-10-05,7877,598,4.61,2756.78,23,41400,7.6%,Desktop,Google Display
New Store Launch,AdGroup - New,2025-10-05,8625,847,1.81,1533.07,16,15200,9.83%,Desktop,Google Display
Holiday Promo Q4,AdGroup - Holiday,2025-10-05,7558,358,3.26,1167.08,16,35200,4.74%,Desktop,Google Search
Referral Boost,AdGroup - Referral,2025-10-05,5081,287,1.31,375.97,3,2100,5.65%,Mobile,YouTube
Chiffon Brand Awareness,AdGroup - Chiffon,2025-10-06,5216,576,2.23,1284.48,9,10800,11.04%,Mobile,Google Search
Valentine Push,AdGroup - Valentine,2025-10-06,3815,237,3.6,853.2,8,14400,6.24%,Desktop,Google Display
New Store Launch,AdGroup - New,2025-10-06,8599,358,2.55,912.9,12,11400,4.17%,Desktop,YouTube
Holiday Promo Q4,AdGroup - Holiday,2025-10-06,6581,65,4.26,276.9,3,6600,1.0%,Mobile,YouTube
Referral Boost,AdGroup - Referral,2025-10-06,6126,573,2.1,1203.3,8,5600,9.37%,Desktop,Google Display
Chiffon Brand Awareness,AdGroup - Chiffon,2025-10-07,4398,294,2.11,620.34,4,4800,6.71%,Mobile,Google Search
Valentine Push,AdGroup - Valentine,2025-10-07,7404,316,2.93,925.88,12,21600,4.28%,Tablet,Google Search
New Store Launch,AdGroup - New,2025-10-07,1842,233,2.05,477.65,5,4750,12.68%,Desktop,Google Search
Holiday Promo Q4,AdGroup - Holiday,2025-10-07,5360,389,2.84,1104.76,15,33000,7.27%,Mobile,Google Search
Referral Boost,AdGroup - Referral,2025-10-07,7848,639,1.63,1041.57,7,4900,8.15%,Mobile,Google Search
Chiffon Brand Awareness,AdGroup - Chiffon,2025-10-08,7024,902,1.69,1524.38,14,16800,12.85%,Desktop,Google Display
Valentine Push,AdGroup - Valentine,2025-10-08,5234,381,2.69,1024.89,20,36000,7.28%,Mobile,YouTube
New Store Launch,AdGroup - New,2025-10-08,6387,591,1.89,1116.99,11,10450,9.27%,Mobile,Google Display
Holiday Promo Q4,AdGroup - Holiday,2025-10-08,8380,650,3.74,2431.0,33,72600,7.76%,Mobile,Google Search
Referral Boost,AdGroup - Referral,2025-10-08,5562,365,2.02,737.3,1,700,6.57%,Desktop,Google Display
Chiffon Brand Awareness,AdGroup - Chiffon,2025-10-09,6606,770,3.16,2433.2,15,18000,11.67%,Mobile,Google Search
Valentine Push,AdGroup - Valentine,2025-10-09,7776,975,3.42,3334.5,45,81000,12.54%,Mobile,YouTube
New Store Launch,AdGroup - New,2025-10-09,9542,1091,1.99,2171.09,21,19950,11.44%,Mobile,Google Search
Holiday Promo Q4,AdGroup - Holiday,2025-10-09,6456,382,5.13,1959.66,22,48400,5.92%,Mobile,Google Search
Referral Boost,AdGroup - Referral,2025-10-09,5266,452,1.18,533.36,2,1400,8.59%,Mobile,YouTube
Chiffon Brand Awareness,AdGroup - Chiffon,2025-10-10,5897,528,1.63,860.64,10,12000,8.97%,Mobile,Google Search
Valentine Push,AdGroup - Valentine,2025-10-10,4982,277,4.15,1149.55,9,16200,5.58%,Mobile,Google Search
New Store Launch,AdGroup - New,2025-10-10,4846,256,1.9,486.4,7,6650,5.29%,Mobile,Google Search
Holiday Promo Q4,AdGroup - Holiday,2025-10-10,6585,728,4.65,3385.2,25,55000,11.07%,Mobile,Google Display
Referral Boost,AdGroup - Referral,2025-10-10,5107,508,1.94,985.52,6,4200,9.95%,Mobile,Google Search
Chiffon Brand Awareness,AdGroup - Chiffon,2025-10-11,6921,482,2.16,1041.12,9,10800,6.98%,Mobile,Google Search
Valentine Push,AdGroup - Valentine,2025-10-11,8158,674,3.12,2102.88,22,39600,8.26%,Mobile,Google Search
New Store Launch,AdGroup - New,2025-10-11,5903,222,2.38,528.36,3,2850,3.77%,Desktop,Google Search
Holiday Promo Q4,AdGroup - Holiday,2025-10-11,6103,448,4.29,1921.92,20,44000,7.35%,Mobile,Google Search
Referral Boost,AdGroup - Referral,2025-10-11,1134,122,2.04,248.88,1,700,10.79%,Mobile,Google Search
Chiffon Brand Awareness,AdGroup - Chiffon,2025-10-12,5463,327,2.1,686.7,5,6000,5.99%,Mobile,YouTube
Valentine Push,AdGroup - Valentine,2025-10-12,5568,506,2.47,1249.82,24,43200,9.1%,Mobile,Google Search
New Store Launch,AdGroup - New,2025-10-12,8276,408,2.39,975.12,8,7600,4.94%,Mobile,Google Search
Holiday Promo Q4,AdGroup - Holiday,2025-10-12,7723,501,3.18,1593.18,26,57200,6.49%,Desktop,Google Search
Referral Boost,AdGroup - Referral,2025-10-12,3564,276,1.64,452.64,2,1400,7.77%,Desktop,Google Search
Chiffon Brand Awareness,AdGroup - Chiffon,2025-10-13,6678,147,2.3,338.1,1,1200,2.2%,Mobile,Google Display
Valentine Push,AdGroup - Valentine,2025-10-13,6571,587,3.89,2283.43,22,39600,8.95%,Mobile,Google Search
New Store Launch,AdGroup - New,2025-10-13,6166,503,2.67,1343.01,13,12350,8.16%,Desktop,Google Search
Holiday Promo Q4,AdGroup - Holiday,2025-10-13,8006,754,3.26,2458.04,33,72600,9.43%,Mobile,Google Search
Referral Boost,AdGroup - Referral,2025-10-13,5940,505,1.7,858.5,4,2800,8.5%,Mobile,Google Search
Chiffon Brand Awareness,AdGroup - Chiffon,2025-10-14,4416,330,2.11,696.3,6,7200,7.48%,Desktop,Google Search
Valentine Push,AdGroup - Valentine,2025-10-14,5867,615,3.78,2324.7,19,34200,10.48%,Tablet,Google Display
New Store Launch,AdGroup - New,2025-10-14,5825,344,1.92,660.48,9,8550,5.92%,Desktop,Google Display
Holiday Promo Q4,AdGroup - Holiday,2025-10-14,9145,968,2.94,2845.92,48,105600,10.59%,Desktop,Google Display
Referral Boost,AdGroup - Referral,2025-10-14,8004,332,1.56,517.92,1,700,4.16%,Desktop,Google Search
Chiffon Brand Awareness,AdGroup - Chiffon,2025-10-15,8158,606,2.01,1218.06,11,13200,7.44%,Mobile,Google Search
Valentine Push,AdGroup - Valentine,2025-10-15,7165,250,3.04,760.0,11,19800,3.5%,Desktop,YouTube
New Store Launch,AdGroup - New,2025-10-15,7166,655,1.74,1139.7,11,10450,9.15%,Mobile,Google Search
Holiday Promo Q4,AdGroup - Holiday,2025-10-15,6408,757,4.24,3209.68,42,92400,11.81%,Mobile,YouTube
Referral Boost,AdGroup - Referral,2025-10-15,6685,810,1.89,1530.9,4,2800,12.13%,Mobile,Google Search
Chiffon Brand Awareness,AdGroup - Chiffon,2025-10-16,6149,463,2.55,1180.65,7,8400,7.54%,Desktop,Google Display
Valentine Push,AdGroup - Valentine,2025-10-16,4070,391,3.11,1216.01,19,34200,9.63%,Mobile,Google Search
New Store Launch,AdGroup - New,2025-10-16,7629,1003,2.27,2276.81,21,19950,13.15%,Tablet,Google Search
Holiday Promo Q4,AdGroup - Holiday,2025-10-16,7905,784,3.51,2751.84,50,110000,9.93%,Mobile,Google Search
Referral Boost,AdGroup - Referral,2025-10-16,4555,164,2.27,372.28,2,1400,3.61%,Mobile,Google Search
Chiffon Brand Awareness,AdGroup - Chiffon,2025-10-17,7736,551,3.23,1779.73,8,9600,7.14%,Desktop,Google Display
Valentine Push,AdGroup - Valentine,2025-10-17,8003,551,3.01,1658.51,25,45000,6.89%,Desktop,YouTube
New Store Launch,AdGroup - New,2025-10-17,7332,409,2.14,875.26,7,6650,5.59%,Desktop,Google Search
Holiday Promo Q4,AdGroup - Holiday,2025-10-17,6828,1046,4.26,4455.96,47,103400,15.32%,Desktop,Google Search
Referral Boost,AdGroup - Referral,2025-10-17,6756,529,1.51,798.79,4,2800,7.84%,Mobile,Google Display
Chiffon Brand Awareness,AdGroup - Chiffon,2025-10-18,7795,593,2.8,1660.4,2,2400,7.61%,Mobile,Google Search
Valentine Push,AdGroup - Valentine,2025-10-18,8110,643,2.03,1305.29,22,39600,7.93%,Mobile,Google Search
New Store Launch,AdGroup - New,2025-10-18,8797,442,1.16,512.72,9,8550,5.03%,Mobile,YouTube
Holiday Promo Q4,AdGroup - Holiday,2025-10-18,8908,709,3.77,2672.93,44,96800,7.97%,Mobile,Google Search
Referral Boost,AdGroup - Referral,2025-10-18,5993,491,2.02,991.82,6,4200,8.2%,Mobile,Google Display
Chiffon Brand Awareness,AdGroup - Chiffon,2025-10-19,7946,818,2.75,2249.5,7,8400,10.31%,Mobile,Google Search
Valentine Push,AdGroup - Valentine,2025-10-19,6953,281,3.08,865.48,15,27000,4.05%,Mobile,Google Search
New Store Launch,AdGroup - New,2025-10-19,7783,350,2.88,1008.0,11,10450,4.5%,Mobile,Google Search
Holiday Promo Q4,AdGroup - Holiday,2025-10-19,6572,404,4.64,1874.56,21,46200,6.16%,Mobile,Google Search
Referral Boost,AdGroup - Referral,2025-10-19,6073,434,1.49,646.66,13,9100,7.15%,Desktop,YouTube
Chiffon Brand Awareness,AdGroup - Chiffon,2025-10-20,5690,370,3.5,1295.0,8,9600,6.52%,Desktop,YouTube
Valentine Push,AdGroup - Valentine,2025-10-20,6205,230,3.82,878.6,7,12600,3.71%,Mobile,Google Search
New Store Launch,AdGroup - New,2025-10-20,2391,218,2.82,614.76,4,3800,9.13%,Mobile,Google Search
Holiday Promo Q4,AdGroup - Holiday,2025-10-20,6888,779,3.45,2687.55,39,85800,11.32%,Mobile,Google Search
Referral Boost,AdGroup - Referral,2025-10-20,5930,976,2.42,2361.92,6,4200,16.46%,Desktop,Google Search
Chiffon Brand Awareness,AdGroup - Chiffon,2025-10-21,7445,263,2.38,625.94,4,4800,3.54%,Desktop,YouTube
Valentine Push,AdGroup - Valentine,2025-10-21,4543,518,2.17,1124.06,27,48600,11.4%,Desktop,Google Search
New Store Launch,AdGroup - New,2025-10-21,7995,313,1.59,497.67,2,1900,3.92%,Desktop,Google Search
Holiday Promo Q4,AdGroup - Holiday,2025-10-21,6168,90,3.95,355.5,7,15400,1.47%,Desktop,YouTube
Referral Boost,AdGroup - Referral,2025-10-21,6906,240,1.63,391.2,2,1400,3.48%,Mobile,Google Search
Chiffon Brand Awareness,AdGroup - Chiffon,2025-10-22,5880,865,3.13,2707.45,15,18000,14.72%,Desktop,Google Display
Valentine Push,AdGroup - Valentine,2025-10-22,7696,528,3.55,1874.4,21,37800,6.86%,Mobile,Google Search
New Store Launch,AdGroup - New,2025-10-22,6112,414,1.7,703.8,3,2850,6.78%,Desktop,Google Search
Holiday Promo Q4,AdGroup - Holiday,2025-10-22,5832,316,4.48,1415.68,21,46200,5.43%,Desktop,Google Display
Referral Boost,AdGroup - Referral,2025-10-22,7115,692,2.07,1432.44,5,3500,9.73%,Mobile,Google Search
Chiffon Brand Awareness,AdGroup - Chiffon,2025-10-23,6217,524,1.76,922.24,10,12000,8.44%,Mobile,Google Search
Valentine Push,AdGroup - Valentine,2025-10-23,8031,580,3.64,2111.2,23,41400,7.23%,Mobile,Google Display
New Store Launch,AdGroup - New,2025-10-23,2923,46,2.12,97.52,0,0,1.58%,Mobile,Google Search
Holiday Promo Q4,AdGroup - Holiday,2025-10-23,5842,364,5.18,1885.52,21,46200,6.24%,Mobile,YouTube
Referral Boost,AdGroup - Referral,2025-10-23,8340,271,2.15,582.65,7,4900,3.25%,Mobile,Google Search
Chiffon Brand Awareness,AdGroup - Chiffon,2025-10-24,5670,410,2.53,1037.3,6,7200,7.24%,Mobile,Google Search
Valentine Push,AdGroup - Valentine,2025-10-24,7152,555,2.96,1642.8,25,45000,7.77%,Mobile,Google Display
New Store Launch,AdGroup - New,2025-10-24,5599,302,1.84,555.68,9,8550,5.41%,Desktop,Google Search
Holiday Promo Q4,AdGroup - Holiday,2025-10-24,5071,623,4.63,2884.49,35,77000,12.29%,Tablet,Google Display
Referral Boost,AdGroup - Referral,2025-10-24,5184,501,1.83,916.83,4,2800,9.67%,Mobile,Google Search
Chiffon Brand Awareness,AdGroup - Chiffon,2025-10-25,4093,194,2.49,483.06,1,1200,4.76%,Mobile,Google Display
Valentine Push,AdGroup - Valentine,2025-10-25,6997,450,3.41,1534.5,12,21600,6.44%,Desktop,Google Search
New Store Launch,AdGroup - New,2025-10-25,7537,637,2.44,1554.28,14,13300,8.45%,Tablet,Google Search
Holiday Promo Q4,AdGroup - Holiday,2025-10-25,5605,791,4.37,3456.67,35,77000,14.13%,Desktop,Google Search
Referral Boost,AdGroup - Referral,2025-10-25,5413,613,2.01,1232.13,8,5600,11.33%,Mobile,YouTube
Chiffon Brand Awareness,AdGroup - Chiffon,2025-10-26,8003,540,2.1,1134.0,4,4800,6.75%,Desktop,Google Search
Valentine Push,AdGroup - Valentine,2025-10-26,5245,278,2.73,758.94,15,27000,5.3%,Desktop,Google Search
New Store Launch,AdGroup - New,2025-10-26,5890,855,2.3,1966.5,12,11400,14.52%,Mobile,Google Search
Holiday Promo Q4,AdGroup - Holiday,2025-10-26,6371,63,3.99,251.37,3,6600,1.0%,Mobile,Google Search
Referral Boost,AdGroup - Referral,2025-10-26,5614,324,2.49,806.76,4,2800,5.78%,Mobile,Google Search
Chiffon Brand Awareness,AdGroup - Chiffon,2025-10-27,5011,142,1.8,255.6,2,2400,2.84%,Mobile,Google Display
Valentine Push,AdGroup - Valentine,2025-10-27,6575,506,3.42,1730.52,18,32400,7.71%,Mobile,YouTube
New Store Launch,AdGroup - New,2025-10-27,5233,542,2.32,1257.44,8,7600,10.36%,Mobile,Google Search
Holiday Promo Q4,AdGroup - Holiday,2025-10-27,5869,282,3.36,947.52,11,24200,4.81%,Desktop,Google Search
Referral Boost,AdGroup - Referral,2025-10-27,5951,460,1.7,782.0,9,6300,7.74%,Mobile,Google Search
Chiffon Brand Awareness,AdGroup - Chiffon,2025-10-28,7963,633,2.77,1753.41,8,9600,7.95%,Mobile,Google Search
Valentine Push,AdGroup - Valentine,2025-10-28,8575,942,3.79,3570.18,33,59400,10.99%,Desktop,Google Display
New Store Launch,AdGroup - New,2025-10-28,5739,293,1.17,342.81,8,7600,5.12%,Mobile,Google Display
Holiday Promo Q4,AdGroup - Holiday,2025-10-28,6897,815,4.45,3626.75,40,88000,11.82%,Mobile,Google Search
Referral Boost,AdGroup - Referral,2025-10-28,6476,197,1.39,273.83,5,3500,3.05%,Mobile,Google Display
Chiffon Brand Awareness,AdGroup - Chiffon,2025-10-29,5330,231,2.92,674.52,1,1200,4.35%,Mobile,YouTube
Valentine Push,AdGroup - Valentine,2025-10-29,6713,468,3.89,1820.52,13,23400,6.98%,Mobile,Google Display
New Store Launch,AdGroup - New,2025-10-29,6672,587,2.07,1215.09,15,14250,8.81%,Mobile,Google Search
Holiday Promo Q4,AdGroup - Holiday,2025-10-29,4242,207,2.32,480.24,10,22000,4.89%,Tablet,Google Search
Referral Boost,AdGroup - Referral,2025-10-29,5300,391,2.09,817.19,4,2800,7.39%,Desktop,Google Search
Chiffon Brand Awareness,AdGroup - Chiffon,2025-10-30,3776,115,2.83,325.45,3,3600,3.05%,Mobile,Google Search
Valentine Push,AdGroup - Valentine,2025-10-30,6373,308,3.1,954.8,13,23400,4.83%,Mobile,Google Search
New Store Launch,AdGroup - New,2025-10-30,6393,867,1.83,1586.61,22,20900,13.57%,Desktop,Google Display
Holiday Promo Q4,AdGroup - Holiday,2025-10-30,6469,655,3.32,2174.6,46,101200,10.14%,Desktop,Google Search
Referral Boost,AdGroup - Referral,2025-10-30,7088,921,1.25,1151.25,11,7700,13.0%,Mobile,Google Search
Chiffon Brand Awareness,AdGroup - Chiffon,2025-10-31,6483,390,1.76,686.4,4,4800,6.02%,Mobile,YouTube
Valentine Push,AdGroup - Valentine,2025-10-31,7608,950,3.37,3201.5,35,63000,12.49%,Mobile,Google Search
New Store Launch,AdGroup - New,2025-10-31,5828,599,1.85,1108.15,8,7600,10.28%,Mobile,Google Search
Holiday Promo Q4,AdGroup - Holiday,2025-10-31,7499,625,3.68,2300.0,41,90200,8.34%,Mobile,Google Search
Referral Boost,AdGroup - Referral,2025-10-31,2474,136,1.92,261.12,2,1400,5.5%,Mobile,Google Search
Chiffon Brand Awareness,AdGroup - Chiffon,2025-11-01,6268,707,2.63,1859.41,14,16800,11.29%,Desktop,YouTube
Valentine Push,AdGroup - Valentine,2025-11-01,5907,648,2.92,1892.16,24,43200,10.98%,Mobile,Google Display
New Store Launch,AdGroup - New,2025-11-01,8218,554,0.7,387.8,21,19950,6.74%,Mobile,Google Search
Holiday Promo Q4,AdGroup - Holiday,2025-11-01,7529,872,4.15,3618.8,47,103400,11.58%,Desktop,YouTube
Referral Boost,AdGroup - Referral,2025-11-01,6612,444,2.56,1136.64,5,3500,6.72%,Mobile,Google Display
Chiffon Brand Awareness,AdGroup - Chiffon,2025-11-02,7979,1126,2.54,2860.04,17,20400,14.12%,Mobile,Google Search
Valentine Push,AdGroup - Valentine,2025-11-02,5939,357,2.9,1035.3,15,27000,6.02%,Mobile,Google Search
New Store Launch,AdGroup - New,2025-11-02,6016,563,2.26,1272.38,9,8550,9.37%,Mobile,YouTube
Holiday Promo Q4,AdGroup - Holiday,2025-11-02,7895,803,3.97,3187.91,37,81400,10.17%,Mobile,Google Display
Referral Boost,AdGroup - Referral,2025-11-02,5902,637,1.56,993.72,9,6300,10.8%,Mobile,Google Display
Chiffon Brand Awareness,AdGroup - Chiffon,2025-11-03,6434,904,2.38,2151.52,11,13200,14.06%,Mobile,Google Search
Valentine Push,AdGroup - Valentine,2025-11-03,8186,934,2.53,2363.02,42,75600,11.41%,Mobile,Google Search
New Store Launch,AdGroup - New,2025-11-03,4629,309,1.94,599.46,6,5700,6.69%,Mobile,Google Search
Holiday Promo Q4,AdGroup - Holiday,2025-11-03,7022,440,3.23,1421.2,21,46200,6.27%,Mobile,Google Display
Referral Boost,AdGroup - Referral,2025-11-03,10989,1110,1.92,2131.2,7,4900,10.1%,Desktop,Google Search
Chiffon Brand Awareness,AdGroup - Chiffon,2025-11-04,7674,531,2.46,1306.26,8,9600,6.93%,Mobile,Google Search
Valentine Push,AdGroup - Valentine,2025-11-04,8636,841,3.31,2783.71,38,68400,9.74%,Mobile,Google Search
New Store Launch,AdGroup - New,2025-11-04,7963,671,1.6,1073.6,10,9500,8.43%,Mobile,Google Search
Holiday Promo Q4,AdGroup - Holiday,2025-11-04,5786,631,3.84,2423.04,27,59400,10.91%,Desktop,Google Search
Referral Boost,AdGroup - Referral,2025-11-04,9145,727,1.43,1039.61,6,4200,7.95%,Mobile,Google Display
Chiffon Brand Awareness,AdGroup - Chiffon,2025-11-05,10658,762,3.33,2537.46,13,15600,7.15%,Mobile,Google Display
Valentine Push,AdGroup - Valentine,2025-11-05,7544,523,3.86,2018.78,20,36000,6.94%,Desktop,Google Search
New Store Launch,AdGroup - New,2025-11-05,7276,416,1.26,524.16,5,4750,5.73%,Mobile,Google Search
Holiday Promo Q4,AdGroup - Holiday,2025-11-05,5907,485,3.4,1649.0,27,59400,8.23%,Desktop,YouTube
Referral Boost,AdGroup - Referral,2025-11-05,7910,567,1.65,935.55,3,2100,7.17%,Mobile,Google Search
Chiffon Brand Awareness,AdGroup - Chiffon,2025-11-06,8190,1058,3.32,3512.56,18,21600,12.92%,Mobile,Google Search
Valentine Push,AdGroup - Valentine,2025-11-06,6440,639,3.7,2364.3,25,45000,9.92%,Desktop,Google Search
New Store Launch,AdGroup - New,2025-11-06,7775,823,2.16,1777.68,14,13300,10.59%,Mobile,YouTube
Holiday Promo Q4,AdGroup - Holiday,2025-11-06,6575,732,4.09,2993.88,42,92400,11.14%,Desktop,Google Display
Referral Boost,AdGroup - Referral,2025-11-06,7473,644,1.62,1043.28,7,4900,8.63%,Mobile,Google Search
Chiffon Brand Awareness,AdGroup - Chiffon,2025-11-07,7726,758,3.6,2728.8,7,8400,9.81%,Mobile,Google Search
Valentine Push,AdGroup - Valentine,2025-11-07,8516,796,2.49,1982.04,43,77400,9.35%,Mobile,Google Display
New Store Launch,AdGroup - New,2025-11-07,7643,701,2.04,1430.04,16,15200,9.18%,Mobile,Google Search
Holiday Promo Q4,AdGroup - Holiday,2025-11-07,8717,719,2.1,1509.9,45,99000,8.25%,Mobile,Google Search
Referral Boost,AdGroup - Referral,2025-11-07,5036,237,2.09,495.33,5,3500,4.72%,Mobile,Google Display
Chiffon Brand Awareness,AdGroup - Chiffon,2025-11-08,7429,232,2.56,593.92,3,3600,3.13%,Mobile,Google Display
Valentine Push,AdGroup - Valentine,2025-11-08,6199,231,3.45,796.95,9,16200,3.74%,Desktop,Google Display
New Store Launch,AdGroup - New,2025-11-08,6907,620,1.35,837.0,17,16150,8.98%,Mobile,YouTube
Holiday Promo Q4,AdGroup - Holiday,2025-11-08,7434,817,4.61,3766.37,33,72600,10.99%,Desktop,Google Search
Referral Boost,AdGroup - Referral,2025-11-08,6829,295,1.89,557.55,0,0,4.33%,Mobile,Google Display
Chiffon Brand Awareness,AdGroup - Chiffon,2025-11-09,6124,345,2.72,938.4,6,7200,5.65%,Mobile,Google Search
Valentine Push,AdGroup - Valentine,2025-11-09,7570,707,3.18,2248.26,25,45000,9.34%,Desktop,Google Search
New Store Launch,AdGroup - New,2025-11-09,6482,129,2.33,300.57,0,0,1.99%,Tablet,Google Search
Holiday Promo Q4,AdGroup - Holiday,2025-11-09,5692,453,4.26,1929.78,32,70400,7.97%,Mobile,Google Display
Referral Boost,AdGroup - Referral,2025-11-09,5366,326,1.36,443.36,8,5600,6.09%,Mobile,Google Search
Chiffon Brand Awareness,AdGroup - Chiffon,2025-11-10,6769,642,3.6,2311.2,11,13200,9.5%,Mobile,Google Search
Valentine Push,AdGroup - Valentine,2025-11-10,7487,532,3.7,1968.4,18,32400,7.11%,Mobile,YouTube
New Store Launch,AdGroup - New,2025-11-10,5399,264,2.64,696.96,4,3800,4.91%,Mobile,Google Search
Holiday Promo Q4,AdGroup - Holiday,2025-11-10,4987,580,4.46,2586.8,30,66000,11.64%,Mobile,Google Search
Referral Boost,AdGroup - Referral,2025-11-10,7981,580,2.35,1363.0,4,2800,7.27%,Mobile,Google Search
Chiffon Brand Awareness,AdGroup - Chiffon,2025-11-11,6025,582,1.2,698.4,9,10800,9.66%,Desktop,YouTube
Valentine Push,AdGroup - Valentine,2025-11-11,9228,603,3.18,1917.54,23,41400,6.53%,Mobile,Google Search
New Store Launch,AdGroup - New,2025-11-11,5626,493,1.57,774.01,12,11400,8.77%,Mobile,Google Display
Holiday Promo Q4,AdGroup - Holiday,2025-11-11,7835,561,3.64,2042.04,31,68200,7.16%,Mobile,Google Display
Referral Boost,AdGroup - Referral,2025-11-11,8877,1141,1.71,1951.11,12,8400,12.86%,Mobile,Google Display
Chiffon Brand Awareness,AdGroup - Chiffon,2025-11-12,3792,128,2.35,300.8,1,1200,3.38%,Mobile,Google Search
Valentine Push,AdGroup - Valentine,2025-11-12,8252,782,3.75,2932.5,31,55800,9.48%,Mobile,Google Display
New Store Launch,AdGroup - New,2025-11-12,7090,776,1.75,1358.0,14,13300,10.95%,Desktop,Google Search
Holiday Promo Q4,AdGroup - Holiday,2025-11-12,6340,282,2.67,752.94,17,37400,4.45%,Mobile,Google Search
Referral Boost,AdGroup - Referral,2025-11-12,5500,370,1.62,599.4,3,2100,6.73%,Desktop,Google Search
Chiffon Brand Awareness,AdGroup - Chiffon,2025-11-13,8982,864,2.82,2436.48,17,20400,9.63%,Desktop,Google Search
Valentine Push,AdGroup - Valentine,2025-11-13,9629,653,1.41,920.73,18,32400,6.79%,Tablet,Google Search
New Store Launch,AdGroup - New,2025-11-13,7174,952,2.03,1932.56,16,15200,13.28%,Mobile,Google Search
Holiday Promo Q4,AdGroup - Holiday,2025-11-13,8851,676,2.71,1831.96,43,94600,7.64%,Mobile,YouTube
Referral Boost,AdGroup - Referral,2025-11-13,8726,632,1.55,979.6,9,6300,7.24%,Mobile,YouTube
Chiffon Brand Awareness,AdGroup - Chiffon,2025-11-14,6494,64,2.51,160.64,1,1200,1.0%,Desktop,Google Search
Valentine Push,AdGroup - Valentine,2025-11-14,9733,870,3.36,2923.2,41,73800,8.94%,Mobile,Google Search
New Store Launch,AdGroup - New,2025-11-14,6647,530,2.65,1404.5,9,8550,7.99%,Mobile,Google Display
Holiday Promo Q4,AdGroup - Holiday,2025-11-14,4654,436,3.88,1691.68,21,46200,9.39%,Mobile,Google Search
Referral Boost,AdGroup - Referral,2025-11-14,7918,550,2.02,1111.0,2,1400,6.96%,Mobile,Google Display
Chiffon Brand Awareness,AdGroup - Chiffon,2025-11-15,9987,789,2.45,1933.05,15,18000,7.91%,Mobile,YouTube
Valentine Push,AdGroup - Valentine,2025-11-15,6786,768,2.19,1681.92,33,59400,11.32%,Mobile,Google Search
New Store Launch,AdGroup - New,2025-11-15,7310,115,2.54,292.1,3,2850,1.59%,Mobile,Google Search
Holiday Promo Q4,AdGroup - Holiday,2025-11-15,7704,77,3.47,267.19,6,13200,1.0%,Mobile,Google Search
Referral Boost,AdGroup - Referral,2025-11-15,5383,496,2.69,1334.24,4,2800,9.23%,Desktop,Google Search
Chiffon Brand Awareness,AdGroup - Chiffon,2025-11-16,6919,354,2.85,1008.9,8,9600,5.13%,Mobile,Google Search
Valentine Push,AdGroup - Valentine,2025-11-16,5238,307,2.97,911.79,9,16200,5.87%,Desktop,Google Search
New Store Launch,AdGroup - New,2025-11-16,9281,1118,2.46,2750.28,20,19000,12.05%,Mobile,Google Search
Holiday Promo Q4,AdGroup - Holiday,2025-11-16,6482,517,3.51,1814.67,19,41800,7.99%,Desktop,YouTube
Referral Boost,AdGroup - Referral,2025-11-16,8143,1005,1.52,1527.6,10,7000,12.35%,Desktop,Google Search
Chiffon Brand Awareness,AdGroup - Chiffon,2025-11-17,4403,712,2.9,2064.8,8,9600,16.17%,Mobile,Google Search
Valentine Push,AdGroup - Valentine,2025-11-17,6638,281,3.56,1000.36,10,18000,4.23%,Desktop,Google Search
New Store Launch,AdGroup - New,2025-11-17,8877,889,2.28,2026.92,20,19000,10.02%,Mobile,Google Search
Holiday Promo Q4,AdGroup - Holiday,2025-11-17,6957,687,5.46,3751.02,39,85800,9.89%,Mobile,Google Search
Referral Boost,AdGroup - Referral,2025-11-17,7660,758,2.2,1667.6,10,7000,9.9%,Mobile,YouTube
Chiffon Brand Awareness,AdGroup - Chiffon,2025-11-18,9437,883,2.4,2119.2,15,18000,9.36%,Mobile,Google Search
Valentine Push,AdGroup - Valentine,2025-11-18,5397,421,2.12,892.52,11,19800,7.81%,Desktop,Google Display
New Store Launch,AdGroup - New,2025-11-18,8330,715,2.31,1651.65,13,12350,8.59%,Mobile,Google Display
Holiday Promo Q4,AdGroup - Holiday,2025-11-18,7849,636,4.53,2881.08,36,79200,8.11%,Desktop,Google Search
Referral Boost,AdGroup - Referral,2025-11-18,6903,1003,1.3,1303.9,7,4900,14.54%,Mobile,Google Display
Chiffon Brand Awareness,AdGroup - Chiffon,2025-11-19,8355,789,2.57,2027.73,9,10800,9.44%,Desktop,Google Display
Valentine Push,AdGroup - Valentine,2025-11-19,7944,1011,3.62,3659.82,51,91800,12.73%,Mobile,Google Display
New Store Launch,AdGroup - New,2025-11-19,6915,424,1.53,648.72,3,2850,6.14%,Mobile,Google Display
Holiday Promo Q4,AdGroup - Holiday,2025-11-19,6590,709,2.72,1928.48,30,66000,10.77%,Desktop,Google Search
Referral Boost,AdGroup - Referral,2025-11-19,7260,87,1.18,102.66,2,1400,1.2%,Mobile,Google Search
Chiffon Brand Awareness,AdGroup - Chiffon,2025-11-20,7443,623,1.56,971.88,8,9600,8.38%,Mobile,Google Search
Valentine Push,AdGroup - Valentine,2025-11-20,5478,157,4.14,649.98,5,9000,2.88%,Desktop,Google Search
